Airline ID,Flight Number,Departure Date/Time,Arrival Date/Time,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (Hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,flag_status
17,2753,2023-04-10 02:00:46,2023-02-26 18:47:21,12:42:11,08:08:20,Bdsg,Name_Nvowh,Seatqkn,Economy,591.24,Meal,0,Cancelled,Gatemk,B,Claimoki,4.04,0,Locdvf,Typeauf,Pilot_Fnhy,Crew_Riuk,No,Vegetarian,Available,False,False,True,2,Yes,6
7,6054,2023-05-15 12:47:08,2023-06-29 07:09:31,21:32:21,20:50:07,Bqps,Name_Rxqjh,Seataxp,Business,770.57,Extra Baggage,0,Confirmed,Gateod,D,Claimksy,4.09,1,Locobv,Typenzh,Pilot_Nmaw,Crew_Hglh,No,Vegetarian,Not Available,False,False,True,2,No,0
6,5892,2023-04-27 06:46:22,2023-01-01 16:38:08,01:54:21,10:54:02,Bwlg,Name_Xqagf,Seathis,Business,893.75,Meal,0,Cancelled,Gateoh,A,Claimxbt,1.22,2,Locsfe,Typexnn,Pilot_Mjzf,Crew_Awas,No,No Meal,Not Available,False,True,True,1,Yes,6
13,6781,2023-02-16 13:02:10,2023-05-23 00:35:30,11:07:19,19:18:50,Bynz,Name_Dribk,Seatefs,Business,466.73,Meal,0,Confirmed,Gatelx,A,Claimxuz,8.31,0,Locsvp,Typeojs,Pilot_Xycm,Crew_Vffn,No,Vegetarian,Available,False,True,True,2,No,4
17,1087,2023-03-23 12:31:35,2023-09-27 22:51:39,02:52:33,03:14:16,Bykk,Name_Tsrwu,Seatknh,First,385.3,Extra Baggage,0,Confirmed,Gatewe,D,Claimrwp,9.17,0,Locctl,Typeobx,Pilot_Fmhn,Crew_Dzaa,No,Vegetarian,Not Available,False,False,False,0,Yes,4
15,2641,2023-05-20 07:51:58,2023-11-29 12:46:14,04:20:30,23:32:30,Bgkc,Name_Zidbl,Seatosi,Business,155.88,Extra Baggage,0,Pending,Gatecw,A,Claimwes,2.34,1,Locpqe,Typebjs,Pilot_Ipqm,Crew_Xrtx,Yes,No Meal,Not Available,True,True,False,1,Yes,1
4,3962,2023-07-07 17:11:00,2023-01-31 14:59:25,17:47:30,23:11:27,Bocu,Name_Faorw,Seatumj,Business,307.19,Meal,0,Cancelled,Gateyo,B,Claimjmr,10.89,2,Locrit,Typeraq,Pilot_Sykk,Crew_Nhmu,No,No Meal,Not Available,True,False,True,2,Yes,6
15,6413,2023-02-18 14:08:20,2023-08-14 17:18:55,16:25:01,07:23:33,Biqq,Name_Gnnuv,Seatgkk,Business,450.52,Extra Baggage,0,Cancelled,Gateef,C,Claimxfd,2.79,2,Locjjj,Typeuod,Pilot_Yima,Crew_Weri,No,No Meal,Available,True,False,False,0,Yes,4
14,8420,2023-04-06 19:00:54,2023-11-25 06:55:56,19:30:54,19:59:06,Bylg,Name_Tblgk,Seatklw,Economy,175.58,Meal,1537,Pending,Gatenl,D,Claimntg,8.03,0,Locfmj,Typetvk,Pilot_Hhci,Crew_Uwhn,No,Vegan,Available,False,False,True,0,No,4
11,9742,2023-07-20 11:07:48,2023-10-06 15:36:48,04:41:47,10:46:26,Bknt,Name_Nnzey,Seatkex,Economy,157.49,Extra Baggage,0,Confirmed,Gateqo,D,Claimxcs,9.99,2,Locvyf,Typeeba,Pilot_Qlxx,Crew_Wzuj,Yes,No Meal,Available,True,False,False,2,No,4
4,7910,2023-11-30 08:16:56,2023-09-18 12:49:18,01:14:44,11:39:50,Bafy,Name_Wbnqs,Seatavc,First,472.98,Extra Baggage,814,Pending,Gatexj,D,Claimwph,6.34,1,Loclxp,Typefly,Pilot_Okgg,Crew_Yqrv,No,No Meal,Available,False,False,True,2,Yes,2
3,6173,2023-11-01 11:58:42,2023-04-04 14:38:12,06:26:34,12:38:14,Bvuq,Name_Khvrw,Seatkrb,First,403.77,Extra Baggage,0,Cancelled,Gategu,C,Claimagl,3.26,0,Locgra,Typedms,Pilot_Khom,Crew_Nbun,No,Non-Vegetarian,Not Available,False,False,True,0,Yes,6
2,6229,2023-11-24 15:51:20,2023-01-20 18:57:41,06:38:06,01:42:27,Byia,Name_Xlltn,Seattip,First,854.22,Meal,0,Confirmed,Gatemr,C,Claimgkd,1.6,1,Locjtu,Typepjr,Pilot_Hili,Crew_Gffv,Yes,No Meal,Not Available,False,True,False,0,Yes,2
10,9815,2023-02-08 20:40:48,2023-07-07 22:39:25,02:22:17,18:23:33,Bltq,Name_Phmjn,Seatkqc,Economy,76.71,No Extras,0,Pending,Gateig,D,Claimtyy,7.29,1,Locgsh,Typeqht,Pilot_Viow,Crew_Usvl,Yes,No Meal,Available,False,False,False,0,No,0
13,4757,2023-01-12 23:54:58,2023-02-17 09:19:14,06:29:59,15:26:42,Bzdw,Name_Tchbd,Seataaj,Economy,775.02,No Extras,395,Confirmed,Gatejy,C,Claimfjj,5.3,0,Locbzf,Typebsc,Pilot_Kgko,Crew_Kyxe,Yes,No Meal,Available,False,False,False,2,Yes,4
18,5796,2023-09-08 04:05:23,2023-06-06 17:00:15,01:54:52,20:36:29,Bhss,Name_Wqbey,Seatowh,First,248.03,Extra Baggage,0,Cancelled,Gateqr,A,Claimyac,2.04,0,Locnzs,Typesoc,Pilot_Wyie,Crew_Ijbl,No,Vegan,Available,False,False,False,1,Yes,6
16,4292,2023-11-07 12:49:57,2023-05-07 07:18:52,11:15:44,00:20:34,Bzek,Name_Asvgv,Seatjsq,Business,885.55,Extra Baggage,0,Pending,Gatect,D,Claimryo,10.43,2,Loczsx,Typebft,Pilot_Bwrk,Crew_Oggz,Yes,Vegetarian,Available,True,True,False,0,Yes,7
11,4832,2023-01-05 12:07:53,2023-03-30 06:36:05,05:21:07,02:35:28,Bfms,Name_Lwxzn,Seatawy,Economy,319.3,No Extras,3655,Confirmed,Gatelv,D,Claimnmr,1.38,0,Locqjy,Typeata,Pilot_Cemt,Crew_Fdjf,Yes,No Meal,Not Available,False,True,True,0,No,4
10,3611,2023-04-10 12:27:03,2023-11-20 07:47:31,11:13:16,03:26:44,Bfzw,Name_Vqmnd,Seateal,First,573.09,Extra Baggage,0,Pending,Gateon,A,Claimuob,9.56,2,Locudc,Typewyo,Pilot_Xiwy,Crew_Rcfr,Yes,Vegetarian,Available,False,False,False,1,No,4
9,9353,2023-03-26 05:05:42,2023-04-29 08:42:13,08:42:20,21:46:26,Bmfp,Name_Qluhb,Seatbdm,First,291.07,Meal,0,Cancelled,Gatedp,C,Claimcjm,9.45,0,Locftu,Typebax,Pilot_Sply,Crew_Lrkh,No,Non-Vegetarian,Not Available,True,True,True,2,Yes,5
12,9228,2023-11-02 16:39:19,2023-08-06 18:35:17,12:03:24,11:04:43,Bvrk,Name_Punfm,Seatiws,Business,441.35,Extra Baggage,1916,Pending,Gateyd,B,Claimgnx,1.04,2,Lochcr,Typetji,Pilot_Yfku,Crew_Skzb,Yes,Non-Vegetarian,Not Available,True,True,True,1,Yes,7
19,7766,2023-10-22 22:05:41,2023-08-15 00:13:51,10:03:48,06:32:46,Btqj,Name_Cnbtj,Seatioo,Business,276.29,Meal,0,Pending,Gateoo,A,Claimcam,2.6,1,Locrqf,Typekqc,Pilot_Wnur,Crew_Jbbx,Yes,Vegan,Available,False,False,False,1,No,2
1,8537,2023-01-17 16:09:09,2023-07-09 07:00:51,14:22:16,14:16:40,Bpej,Name_Ozjmx,Seatcbp,Economy,404.44,No Extras,2816,Cancelled,Gateks,C,Claimiut,8.57,2,Loclsw,Typehmx,Pilot_Bprv,Crew_Avmu,No,Vegetarian,Available,True,True,True,0,No,5
18,6296,2023-05-11 08:08:13,2023-02-28 08:01:04,20:48:04,15:44:26,Bcsd,Name_Rcrla,Seatjfh,Economy,871.61,Meal,0,Confirmed,Gateoo,D,Claimmta,5.95,1,Loclvt,Typetfm,Pilot_Kpvp,Crew_Htoc,Yes,Non-Vegetarian,Not Available,False,True,True,0,No,2
14,4346,2023-02-05 16:05:09,2023-09-19 14:53:06,04:20:37,02:18:35,Blyv,Name_Pqjca,Seathyo,Economy,709.94,Extra Baggage,2423,Pending,Gatezn,A,Claimfzk,7.47,2,Lochjx,Typetah,Pilot_Qfiq,Crew_Wggb,No,Vegan,Available,False,False,True,2,Yes,4
1,5054,2023-09-24 02:23:14,2023-11-12 15:56:26,21:19:20,21:39:39,Bjkh,Name_Xasjn,Seatuvn,Business,368.0,Meal,112,Confirmed,Gateba,D,Claimwwk,4.05,2,Locbtc,Typeldb,Pilot_Yobh,Crew_Kqhn,Yes,Vegetarian,Not Available,False,True,False,2,Yes,4
17,5200,2023-10-17 14:36:13,2023-10-27 22:52:09,12:49:40,05:48:08,Blnu,Name_Icpil,Seatepb,First,861.73,Meal,0,Cancelled,Gatevy,D,Claimyou,3.72,0,Lochbf,Typejiu,Pilot_Ydsf,Crew_Jexp,Yes,No Meal,Not Available,True,True,True,1,Yes,5
11,9527,2023-12-30 18:40:25,2023-09-06 22:49:42,15:28:19,20:15:11,Bvck,Name_Qfgtm,Seatxzy,Economy,98.82,Extra Baggage,0,Cancelled,Gateba,A,Claimqtn,7.21,1,Locvvd,Typeiev,Pilot_Xodr,Crew_Nwru,No,Non-Vegetarian,Not Available,True,False,True,1,No,2
15,2560,2023-08-15 04:05:18,2023-03-03 19:18:57,18:34:03,08:10:43,Bgok,Name_Kmdyt,Seatpkx,First,719.91,No Extras,0,Pending,Gateky,D,Claimvop,4.45,1,Locdwd,Typetkz,Pilot_Urhr,Crew_Yxen,No,Vegan,Available,False,False,True,2,No,2
4,8522,2023-07-14 20:04:03,2023-10-27 13:48:19,22:32:52,03:46:28,Byyg,Name_Wvdhi,Seatxjv,Business,645.13,Extra Baggage,4564,Cancelled,Gateai,C,Claimbhd,1.09,0,Locgai,Typeprb,Pilot_Hjka,Crew_Bwlz,No,Vegetarian,Available,True,False,True,2,No,4
15,5164,2023-01-21 17:24:26,2023-08-10 01:33:57,21:39:22,19:17:46,Bspu,Name_Uohkm,Seatooy,Economy,405.8,No Extras,0,Pending,Gatenc,D,Claimprc,3.78,0,Locspm,Typejpt,Pilot_Lxda,Crew_Ufon,Yes,No Meal,Available,False,False,True,2,Yes,4
14,7720,2023-02-17 23:10:45,2023-11-26 15:39:16,04:19:40,01:02:56,Bzyy,Name_Tjywx,Seatmnk,Economy,441.94,Meal,0,Cancelled,Gatecu,C,Claimcdq,3.64,2,Loclpk,Typelwo,Pilot_Hsrx,Crew_Fxiv,Yes,Non-Vegetarian,Available,False,False,True,1,Yes,4
1,9853,2023-02-05 20:36:12,2023-11-25 08:50:05,18:59:48,23:33:24,Bsmu,Name_Lkqfa,Seatopr,Business,410.13,Extra Baggage,2942,Pending,Gatefc,D,Claimmfw,3.89,0,Locpge,Typewhw,Pilot_Floi,Crew_Imrw,No,Vegetarian,Available,True,False,True,0,Yes,4
9,6439,2023-10-21 03:30:46,2023-03-13 15:46:29,14:16:16,17:50:37,Bqnw,Name_Wdmwq,Seatgnv,Business,658.97,Extra Baggage,0,Confirmed,Gatevy,B,Claimiqf,8.86,2,Locavv,Typeaqx,Pilot_Hywg,Crew_Zehs,Yes,Vegetarian,Available,False,True,True,1,Yes,6
7,5852,2023-01-12 10:53:54,2023-12-23 03:50:12,10:03:32,05:47:53,Bbzz,Name_Ojccy,Seattjj,Business,276.1,Meal,0,Confirmed,Gatevg,C,Claimoyk,1.75,1,Locjxm,Typedxb,Pilot_Furj,Crew_Ixkv,No,Non-Vegetarian,Not Available,False,True,False,1,No,0
11,7595,2023-03-07 23:04:19,2023-01-20 15:29:12,18:07:00,23:20:17,Bvjf,Name_Vkkwh,Seatsgv,Economy,994.97,Extra Baggage,0,Confirmed,Gatedi,B,Claimxlk,1.45,0,Locadl,Typewfa,Pilot_Jkvk,Crew_Zitb,Yes,No Meal,Not Available,True,False,True,1,Yes,6
2,7713,2023-11-08 12:14:13,2023-03-31 16:14:34,13:10:04,05:34:17,Bpgs,Name_Etsvz,Seatfai,Economy,52.76,No Extras,0,Pending,Gatedb,D,Claimicf,5.84,1,Locyjy,Typekvr,Pilot_Xags,Crew_Xlug,Yes,Vegan,Not Available,True,False,False,1,Yes,2
2,4183,2023-03-16 13:28:48,2023-12-20 06:23:59,14:00:03,02:18:55,Bxuj,Name_Npkwb,Seatwke,Economy,492.58,No Extras,0,Pending,Gateek,A,Claimsfq,5.2,2,Locwoj,Typelyg,Pilot_Ipxw,Crew_Ybcp,Yes,Vegan,Available,True,True,True,1,No,5
6,9032,2023-09-18 06:39:06,2023-08-19 22:42:03,07:17:27,02:19:17,Btol,Name_Bjrox,Seatqzk,First,267.86,Extra Baggage,0,Confirmed,Gatepj,A,Claimexu,9.69,0,Locvis,Typeepi,Pilot_Mirn,Crew_Tzqn,Yes,Non-Vegetarian,Not Available,False,True,True,2,Yes,6
19,3409,2023-08-24 20:54:06,2023-03-31 21:55:40,23:08:35,19:04:34,Byir,Name_Qcwar,Seatrre,Business,386.74,Extra Baggage,0,Pending,Gateir,D,Claimlbe,10.22,2,Locjgw,Typewne,Pilot_Kgwu,Crew_Olxr,No,Vegan,Available,False,False,True,0,No,6
14,5298,2023-04-15 01:19:34,2023-11-15 17:22:07,19:31:17,15:56:52,Bqsj,Name_Etcxy,Seatvyh,Business,869.95,No Extras,0,Cancelled,Gatepg,B,Claimdzy,6.12,0,Loczoi,Typerym,Pilot_Obaa,Crew_Tfjb,Yes,No Meal,Available,True,True,False,0,Yes,5
3,3534,2023-08-19 18:02:36,2023-02-15 07:54:25,13:11:42,05:12:21,Bhte,Name_Bzviw,Seatgoz,Economy,389.36,Meal,0,Cancelled,Gatevm,B,Claimxsc,3.3,1,Locvvn,Typemow,Pilot_Yqnx,Crew_Bgkj,Yes,Vegetarian,Available,False,False,False,1,No,2
7,6599,2023-08-30 13:32:30,2023-07-16 09:15:31,22:57:56,07:58:03,Bmub,Name_Vpkil,Seatwtb,First,253.36,Extra Baggage,0,Cancelled,Gatemf,C,Claimsui,4.22,0,Lockij,Typeiei,Pilot_Hquy,Crew_Iiwh,No,Vegetarian,Not Available,True,False,True,2,Yes,6
7,1003,2023-12-16 11:25:36,2023-02-20 14:11:28,07:23:27,00:09:36,Bahj,Name_Pogrg,Seatoah,First,398.52,Meal,0,Cancelled,Gatess,B,Claimpnv,9.44,0,Locsnu,Typexvd,Pilot_Tjif,Crew_Zxih,No,Vegetarian,Not Available,False,True,False,0,No,6
4,1026,2023-04-29 10:46:02,2023-01-16 16:50:03,23:29:00,04:10:29,Berw,Name_Vmszq,Seattzk,Economy,353.96,No Extras,2187,Pending,Gatexb,A,Claimpog,2.19,1,Locbjo,Typeycf,Pilot_Bkau,Crew_Vbvq,No,Vegan,Available,True,False,False,2,Yes,2
5,6161,2023-03-19 12:51:40,2023-12-25 00:48:12,17:39:03,16:43:46,Bbvi,Name_Qpyym,Seatorm,Economy,532.51,Extra Baggage,0,Cancelled,Gatekd,D,Claimtcu,6.4,2,Locjnv,Typeyid,Pilot_Vxin,Crew_Wuls,No,Non-Vegetarian,Not Available,True,False,True,0,Yes,4
17,1964,2023-06-16 22:34:35,2023-08-28 18:54:46,13:03:21,21:52:20,Bptu,Name_Ebslv,Seatvso,Economy,904.89,Extra Baggage,2211,Pending,Gateci,A,Claimvwl,11.02,1,Locxgn,Typezbi,Pilot_Zytz,Crew_Ldij,No,Vegetarian,Not Available,False,True,True,0,Yes,0
4,7207,2023-01-06 20:10:36,2023-11-20 15:14:24,21:44:54,11:07:48,Bqpa,Name_Xyveq,Seatmor,First,711.48,Meal,1670,Cancelled,Gatefk,A,Claimpcw,3.2,2,Locqdt,Typeyal,Pilot_Zrzx,Crew_Rrcu,No,Non-Vegetarian,Not Available,False,False,False,1,No,4
13,4096,2023-07-20 07:43:07,2023-05-24 01:00:37,11:43:11,16:05:34,Byes,Name_Wzupa,Seatgte,Business,857.63,No Extras,0,Pending,Gatezk,B,Claimszs,1.06,0,Locwkm,Typegyw,Pilot_Cxir,Crew_Dybf,No,No Meal,Not Available,False,True,False,2,Yes,6
16,1071,2023-05-24 04:03:24,2023-03-26 20:45:45,15:49:17,00:27:47,Brzw,Name_Kepnd,Seatvwg,Economy,336.12,Meal,0,Confirmed,Gatexr,D,Claimldg,6.35,1,Loctfk,Typengy,Pilot_Axwa,Crew_Yxiu,No,Vegetarian,Not Available,True,False,False,2,Yes,2
16,6601,2023-10-20 19:17:13,2023-06-28 12:46:01,22:23:34,00:21:38,Btcr,Name_Kknpd,Seatdxd,First,78.11,Meal,0,Cancelled,Gatemh,B,Claimcey,4.7,0,Locsbc,Typefew,Pilot_Upac,Crew_Nbgu,Yes,Vegan,Available,False,False,False,1,Yes,6
2,3947,2023-07-18 16:25:46,2023-12-28 14:34:36,09:06:42,06:29:36,Bkkk,Name_Xmris,Seatdxy,Economy,393.77,Extra Baggage,4740,Cancelled,Gatevq,D,Claimqab,8.87,1,Locnhs,Typerys,Pilot_Zkyt,Crew_Kibs,No,No Meal,Not Available,True,False,True,0,No,0
18,7238,2023-01-14 09:32:47,2023-01-02 08:28:08,12:47:11,13:01:42,Bjjd,Name_Vriqm,Seatvrl,Business,721.68,No Extras,2748,Pending,Gatenc,B,Claimssk,10.22,0,Loctnc,Typeodd,Pilot_Jvzm,Crew_Ucnj,No,Vegan,Not Available,True,True,True,0,No,7
1,5490,2023-04-26 03:21:02,2023-01-13 05:50:09,22:45:40,17:34:52,Bijm,Name_Xznkc,Seatzxz,Business,312.13,Extra Baggage,0,Pending,Gatelz,C,Claimari,3.62,1,Locaus,Typetvu,Pilot_Ezxh,Crew_Hqji,No,Vegetarian,Not Available,True,True,True,2,Yes,3
18,3411,2023-08-18 18:20:58,2023-03-26 16:56:31,12:20:31,10:43:19,Bwap,Name_Vmsvq,Seatiih,Economy,312.72,No Extras,3698,Confirmed,Gatepk,D,Claimrjb,4.43,0,Locfbh,Typecjk,Pilot_Ajpf,Crew_Opww,No,No Meal,Not Available,False,False,False,1,No,6
8,9308,2023-09-07 12:32:56,2023-06-09 07:04:16,06:34:31,03:35:00,Bsle,Name_Wvgux,Seatbur,First,138.29,Extra Baggage,882,Confirmed,Gatezm,A,Claimmek,1.29,0,Locaqo,Typektg,Pilot_Yfzl,Crew_Szwj,No,Non-Vegetarian,Not Available,True,False,False,1,No,6
11,3924,2023-04-25 00:27:37,2023-07-03 03:43:39,11:17:48,18:49:59,Bwey,Name_Ioyvx,Seatqmt,Business,247.67,Meal,0,Cancelled,Gatess,A,Claimdfj,7.73,2,Locjtr,Typerip,Pilot_Xpue,Crew_Hsys,No,No Meal,Available,True,False,True,0,No,4
15,3837,2023-08-22 03:41:28,2023-01-23 19:17:34,07:39:33,19:31:30,Bgln,Name_Lguwa,Seatwno,Business,746.32,No Extras,4327,Confirmed,Gateug,B,Claimrwu,7.21,0,Locbpm,Typejvq,Pilot_Syuu,Crew_Xhcq,Yes,No Meal,Available,False,True,False,1,Yes,6
16,1576,2023-08-08 16:04:58,2023-07-13 07:52:26,12:05:42,10:10:31,Bafr,Name_Edewj,Seatqcu,Business,532.33,Extra Baggage,1371,Confirmed,Gateln,B,Claimzsw,6.37,0,Loczgk,Typemgl,Pilot_Dbwe,Crew_Pblb,No,Non-Vegetarian,Available,True,True,True,1,No,7
17,9963,2023-10-01 09:16:40,2023-08-06 02:39:54,18:29:58,02:03:20,Bfsl,Name_Uobur,Seatjmy,Economy,113.78,Meal,700,Pending,Gateqt,C,Claimhmp,3.62,2,Locxyc,Typejgy,Pilot_Mwmy,Crew_Oigz,Yes,Vegetarian,Not Available,True,True,True,0,No,7
17,8907,2023-03-25 21:09:55,2023-03-03 07:56:41,18:07:38,18:03:24,Brck,Name_Rhrro,Seatyzw,Economy,997.43,Meal,482,Confirmed,Gateam,C,Claimndv,7.52,1,Locpmx,Typeubt,Pilot_Stii,Crew_Zmqk,Yes,Non-Vegetarian,Available,False,True,True,1,Yes,2
12,9391,2023-01-17 10:59:13,2023-12-05 01:13:32,02:43:02,08:00:20,Bzdm,Name_Kolac,Seatwjp,Economy,589.02,Meal,0,Confirmed,Gateqo,D,Claimjhx,7.78,2,Locxgp,Typerzv,Pilot_Cvko,Crew_Gpxw,No,Vegan,Not Available,False,True,True,2,No,4
10,2755,2023-09-06 23:33:42,2023-09-24 13:34:10,11:21:02,06:21:04,Batf,Name_Jjlwa,Seatlnc,First,197.76,Meal,3812,Confirmed,Gategl,C,Claimxqy,10.09,2,Locwop,Typesey,Pilot_Gpqa,Crew_Mhdl,No,No Meal,Not Available,False,True,False,1,Yes,4
6,9371,2023-05-28 15:11:56,2023-07-14 13:53:57,11:23:26,10:04:55,Bunu,Name_Agsvw,Seatpwq,First,96.04,No Extras,0,Pending,Gateus,B,Claimzph,4.84,2,Locvzg,Typedev,Pilot_Envq,Crew_Bnrr,No,Vegetarian,Available,True,True,True,0,No,5
8,3405,2023-03-11 02:49:49,2023-03-16 19:09:02,01:19:34,01:33:18,Biiy,Name_Kqdck,Seatqai,Business,579.8,Extra Baggage,3749,Confirmed,Gategx,A,Claimwud,10.3,0,Locyvv,Typeuft,Pilot_Rgxw,Crew_Qwun,Yes,Vegetarian,Available,False,False,False,2,No,4
13,7883,2023-09-22 09:05:40,2023-09-11 21:17:32,19:36:55,10:56:58,Bgoj,Name_Pixgi,Seatdft,First,290.19,Extra Baggage,1044,Cancelled,Gatehc,B,Claimnys,9.64,0,Locqjk,Typewgs,Pilot_Bcuf,Crew_Fncl,Yes,Non-Vegetarian,Available,False,True,True,1,No,6
2,9163,2023-01-04 17:11:12,2023-10-21 21:36:06,08:31:55,21:24:34,Bixx,Name_Oiako,Seathbu,Business,288.28,No Extras,0,Pending,Gateto,D,Claimigq,10.14,2,Locsyx,Typelxk,Pilot_Fhxa,Crew_Cnsq,No,Vegetarian,Available,False,True,True,0,Yes,4
19,7139,2023-03-17 03:38:02,2023-03-16 06:14:02,03:23:00,09:56:26,Boui,Name_Zgwif,Seatyuk,Business,520.37,No Extras,0,Confirmed,Gatenw,C,Claimkcq,2.74,1,Locxbw,Typexzv,Pilot_Hzkk,Crew_Gtuk,No,Vegan,Available,True,False,True,2,Yes,2
10,3988,2023-12-28 19:03:39,2023-10-01 14:32:07,15:40:00,02:36:36,Bxgx,Name_Llvno,Seatbnd,Business,491.04,No Extras,4038,Confirmed,Gatesp,A,Claimvov,3.02,1,Locugc,Typesml,Pilot_Pzvv,Crew_Mlug,Yes,No Meal,Not Available,False,False,True,2,Yes,2
4,6784,2023-05-21 12:59:37,2023-08-29 12:45:11,22:46:04,08:48:45,Bywy,Name_Camva,Seatorr,Business,391.83,Meal,0,Cancelled,Gatesi,C,Claimrhh,10.21,0,Locchg,Typeomp,Pilot_Ybsq,Crew_Gneo,No,No Meal,Not Available,False,True,False,2,No,4
12,2119,2023-11-27 06:40:28,2023-04-07 20:47:18,05:35:48,06:11:39,Bhbc,Name_Kpucp,Seatrod,Economy,818.63,Extra Baggage,0,Pending,Gatemt,C,Claimscr,7.21,2,Locuaa,Typedtn,Pilot_Ordq,Crew_Szmj,Yes,Vegetarian,Not Available,True,False,False,1,No,6
18,3214,2023-03-16 05:03:01,2023-10-21 20:24:42,14:29:44,13:29:58,Bvvw,Name_Ziqpp,Seatwso,First,429.98,No Extras,1712,Cancelled,Gatekf,B,Claimjeo,8.03,0,Locomm,Typeumu,Pilot_Trhj,Crew_Pvcl,No,Vegetarian,Available,True,False,True,2,No,4
7,9000,2023-09-17 02:53:31,2023-09-17 20:53:43,12:19:02,12:00:11,Bbal,Name_Lcsaq,Seatezh,First,475.95,Extra Baggage,0,Confirmed,Gateiz,D,Claimxst,6.35,1,Locstz,Typeavh,Pilot_Iloz,Crew_Btqm,Yes,Vegetarian,Not Available,False,False,False,2,Yes,0
4,9065,2023-11-20 17:38:54,2023-06-10 01:53:08,14:51:19,05:49:03,Bery,Name_Ionla,Seatuek,Economy,646.79,Extra Baggage,0,Pending,Gatedu,D,Claimexu,8.8,1,Locmmf,Typeegq,Pilot_Hqrb,Crew_Ueto,No,No Meal,Not Available,False,True,False,1,No,2
7,3901,2023-09-25 11:50:46,2023-12-09 22:05:45,09:07:33,13:55:25,Bsbp,Name_Omccz,Seatfmo,First,729.08,Meal,1555,Cancelled,Gategv,D,Claimvdj,7.27,2,Locrfy,Typenva,Pilot_Nojd,Crew_Hnom,No,No Meal,Available,True,True,False,2,No,5
10,2085,2023-10-12 01:05:54,2023-07-24 12:23:02,21:21:44,03:30:14,Bwfx,Name_Xutwg,Seatpyl,First,403.09,Extra Baggage,0,Cancelled,Gatell,D,Claimogy,2.11,1,Locoke,Typeaoz,Pilot_Fajg,Crew_Pynd,Yes,Non-Vegetarian,Available,False,True,True,0,No,2
15,1173,2023-02-12 21:40:25,2023-03-17 03:08:31,03:54:26,14:46:00,Bych,Name_Ccdmr,Seatbql,Economy,544.57,No Extras,4324,Pending,Gateoo,D,Claimugh,4.03,1,Locvjx,Typebtj,Pilot_Gapl,Crew_Rxcm,No,Vegan,Available,True,True,True,0,Yes,1
12,4532,2023-03-06 11:54:09,2023-09-29 01:22:37,22:31:24,02:17:06,Bdrt,Name_Lrjnp,Seatvip,Economy,527.07,No Extras,0,Pending,Gatevb,A,Claimzrx,11.12,2,Locypx,Typemib,Pilot_Slmw,Crew_Ywkb,Yes,No Meal,Available,False,False,False,1,No,4
1,2238,2023-04-06 20:26:36,2023-06-02 16:05:35,11:06:35,10:46:05,Bdhz,Name_Wsubl,Seateir,Business,885.05,No Extras,0,Pending,Gateww,D,Claimpgg,5.92,2,Locklb,Typeedo,Pilot_Gvrb,Crew_Deem,No,No Meal,Available,True,True,False,2,Yes,5
18,5834,2023-02-18 15:53:15,2023-03-11 18:48:51,10:00:59,13:25:43,Bxgt,Name_Qpyty,Seatell,First,446.5,Extra Baggage,0,Pending,Gatexz,C,Claimhsg,3.19,1,Locnxw,Typekiq,Pilot_Bgkm,Crew_Yrjx,No,Vegetarian,Available,False,False,False,2,No,0
16,4813,2023-02-23 15:10:03,2023-03-26 00:12:12,02:26:19,02:16:32,Brar,Name_Eepsu,Seatinl,Business,487.46,No Extras,0,Cancelled,Gateaz,A,Claimzxs,5.02,1,Locdvh,Typecey,Pilot_Bvio,Crew_Rbpo,No,Vegan,Available,True,False,True,2,Yes,0
5,8084,2023-03-25 15:46:39,2023-04-23 10:11:28,11:32:42,15:50:37,Bbsj,Name_Zvreg,Seatntc,First,596.96,No Extras,0,Pending,Gateav,A,Claimwda,4.1,0,Locsfk,Typeszc,Pilot_Tftv,Crew_Iptz,No,No Meal,Not Available,True,False,False,2,Yes,4
19,9012,2023-12-25 12:31:21,2023-08-12 13:16:02,17:57:07,09:48:03,Buau,Name_Loxot,Seatgud,First,681.97,No Extras,3255,Pending,Gatecn,C,Claimwlo,8.06,1,Locxlu,Typezjv,Pilot_Aljb,Crew_Bvnx,No,Non-Vegetarian,Not Available,True,False,False,1,No,2
4,2973,2023-09-18 23:21:42,2023-06-27 17:26:19,22:41:27,20:04:43,Bgna,Name_Fsuvc,Seatblb,Economy,50.92,Extra Baggage,0,Pending,Gateno,C,Claimjhz,7.09,1,Lochnd,Typesbd,Pilot_Rzxf,Crew_Wdgi,No,No Meal,Available,True,False,False,0,Yes,2
6,4782,2023-02-20 07:34:55,2023-06-03 16:26:01,18:03:01,16:39:54,Bdkb,Name_Yansh,Seatliw,First,669.19,No Extras,0,Cancelled,Gateor,C,Claimkye,2.23,0,Locirm,Typepoe,Pilot_Cyxp,Crew_Jwnd,Yes,Non-Vegetarian,Not Available,True,False,False,0,Yes,4
